,band,telescope,obsmjd,mag,mag_err,alert,Unnamed: 0
429,ZTF_r,P48,58740.2639815,18.40027948830427,0.075778379170252,False,
430,ZTF_g,P48,58741.1218519,18.572633616268966,0.0347590458316112,False,
431,ZTF_g,P48,58741.1302083,18.541385417729973,0.0354129259675895,False,
432,ZTF_r,P48,58742.1204514,18.206836651182027,0.041690102937322,False,
433,ZTF_g,P48,58742.1456829,18.598225426495432,0.0474025050055883,False,
434,ZTF_g,P48,58743.1204514,18.58136041824411,0.0261532457587946,False,
435,ZTF_g,P48,58743.1219097,18.55662033616287,0.0237526610277615,False,
436,ZTF_g,P48,58743.1448727,18.598715344787287,0.0216213796925777,False,
437,ZTF_g,P48,58745.1319097,18.629894211611347,0.0190662117061055,False,
438,ZTF_i,P48,58747.1125694,18.109808795373016,0.0570853296071607,False,
439,ZTF_g,P48,58747.130544,18.63791000302833,0.021887206602024,False,
440,ZTF_g,P48,58750.1359606,18.634316806357468,0.0310329546157441,False,
441,ZTF_i,P48,58751.1200347,18.19379952773232,0.032522690375852,False,
442,ZTF_g,P48,58758.1289468,18.73355573967449,0.028273688299719,False,
443,ZTF_r,P48,58761.1200116,18.50417289442585,0.02546362918887,False,
444,ZTF_g,P48,58764.1999769,18.66397245789877,0.0680059591611407,False,
445,ZTF_g,P48,58771.1101736,18.715511967663574,0.0571801963533373,False,
446,ZTF_r,P48,58775.1026042,18.500206241280416,0.024038267988475,False,
447,ZTF_g,P48,58775.1121528,18.74006200240981,0.0282340966312499,False,
448,ZTF_g,P48,58778.1221644,18.803343552496777,0.0409565630784693,False,
449,ZTF_r,P48,58781.0906713,18.65570973350281,0.0748787904126876,False,
450,ZTF_g,P48,58781.1121644,18.852241856242387,0.068621995186642,False,
451,ZTF_g,P48,58785.1150116,18.75639651151612,0.0394739697943624,False,
452,ZTF_g,P48,58789.1253241,18.9009255828707,0.0886946214403388,False,
453,ZTF_r,P48,58792.1100694,18.53913373173405,0.0588123104609261,False,
454,ZTF_r,P48,58795.0777431,18.523650859034568,0.0511375597969453,False,
455,ZTF_g,P48,58795.1097917,18.76840674675324,0.0865095322392207,False,
456,ZTF_g,P48,58798.0992477,18.8752994554812,0.1279221418511942,False,
457,ZTF_g,P48,58851.5497106,18.90973216181896,0.1726604684118002,False,
458,ZTF_g,P48,58854.5586806,18.90972821981949,0.0859230795052303,False,
459,ZTF_r,P48,58873.5350579,18.6376293839781,0.0233288211777442,False,
460,ZTF_g,P48,58876.5362731,18.88700170028159,0.0245006216282492,False,
461,ZTF_r,P48,58876.5745602,18.620952942341876,0.0323394709802817,False,
462,ZTF_g,P48,58879.5046412,18.90943942725044,0.0814948911757108,False,
463,ZTF_r,P48,58879.5409375,18.629456815877184,0.0736004598992192,False,
464,ZTF_g,P48,58885.466794,18.946084393556195,0.122536914602055,False,
465,ZTF_r,P48,58885.5435301,18.60964437943564,0.0246769218564102,False,
466,ZTF_r,P48,58888.5102546,18.881361699473263,0.1360967226448672,False,
467,ZTF_g,P48,58891.4746644,18.90994825394391,0.0805829827143926,False,
468,ZTF_r,P48,58894.5408565,18.56077278751689,0.0295288775705207,False,
469,ZTF_g,P48,58894.5593056,18.79165250020122,0.0357725514965322,False,
470,ZTF_r,P48,58898.5237616,18.558177896028447,0.0186260122276209,False,
471,ZTF_g,P48,58898.5616551,18.88236988723024,0.0354929323882845,False,
472,ZTF_r,P48,58904.5242245,18.64209807350629,0.026379131420776,False,
473,ZTF_g,P48,58904.5525463,18.873311810338617,0.0428437583160842,False,
474,ZTF_r,P48,58908.5138657,18.62320748464183,0.0203154443391142,False,
475,ZTF_r,P48,58911.5037963,18.77063860341662,0.042929847429725,False,
476,ZTF_g,P48,58911.5374306,18.941043306460934,0.0334769250976841,False,
477,ZTF_g,P48,58914.4640509,18.878448814485225,0.0366980097968153,False,
478,ZTF_r,P48,58914.5359838,18.69138398889109,0.0195338217239023,False,
479,ZTF_g,P48,58936.4984375,19.11665642527429,0.0286536130241745,False,
480,ZTF_r,P48,58936.5070023,18.759000484002648,0.0225065311534801,False,
481,ZTF_g,P48,58939.4655787,18.626910204192967,0.1320999985859767,False,
482,ZTF_g,P48,58943.4437153,19.10887047994925,0.0578327151238495,False,
483,ZTF_r,P48,58943.4814583,18.78772327211773,0.0264095792364297,False,
484,ZTF_r,P48,58953.4565162,18.872157209123948,0.0379612024125602,False,
485,ZTF_i,P48,58953.4600694,18.54438808945041,0.0454387416856458,False,
486,ZTF_g,P48,58954.4326157,19.14760674113243,0.0425010064075081,False,
487,ZTF_r,P48,58956.4854514,19.191195569689008,0.095742209484351,False,
488,ZTF_r,P48,58961.457963,18.879707135262912,0.0341765495878157,False,
489,ZTF_i,P48,58962.433287,18.58666406321813,0.0377296703536076,False,
490,ZTF_g,P48,58964.3824537,19.193034801980247,0.0262094727062255,False,
491,ZTF_r,P48,58964.4227315,18.858326559298128,0.0218467077844246,False,
492,ZTF_i,P48,58966.4845023,18.52148120805793,0.0247114093697815,False,
493,ZTF_r,P48,58967.3830903,18.95395041882211,0.0255363533103842,False,
494,ZTF_g,P48,58967.4362847,19.3041824315123,0.0302131092729913,False,
495,ZTF_r,P48,58970.4143056,19.039594323335464,0.0257002199580692,False,
496,ZTF_g,P48,58970.464537,19.286490951659538,0.0237019468891703,False,
497,ZTF_i,P48,58971.4614815,18.663564883222488,0.0310081057778072,False,
498,ZTF_r,P48,58973.3539815,18.929078128634483,0.045631538124811,False,
499,ZTF_g,P48,58973.4641898,19.256242579334444,0.039375099055096,False,
500,ZTF_i,P48,58976.4196528,18.61798387174556,0.0619052492273382,False,
501,ZTF_r,P48,58977.398669,19.05240807599389,0.1274272006793171,False,
502,ZTF_r,P48,58980.3143519,19.003549264010065,0.0384395153912197,False,
503,ZTF_i,P48,58980.3760185,18.639864592556396,0.0419199104186629,False,
504,ZTF_g,P48,58980.3985764,19.314561812457253,0.0701807346670284,False,
505,ZTF_r,P48,58984.4020602,18.993984721079794,0.0227979677972043,False,
506,ZTF_r,P48,58985.3781134,18.985237267754982,0.0262352606616902,False,
507,ZTF_g,P48,58985.4210764,19.43144114132957,0.0349026487493747,False,
508,ZTF_r,P48,58986.2951968,19.020438981020547,0.0241755743596747,False,
509,ZTF_i,P48,58986.333912,18.585980522114475,0.026025074071842,False,
510,ZTF_g,P48,58986.3966898,19.273946925454343,0.0269433195299019,False,
511,ZTF_r,P48,58987.3314699,19.02979985547485,0.0214936600500442,False,
512,ZTF_g,P48,58987.4299537,19.415250496886596,0.0283276539718664,False,
513,ZTF_r,P48,58991.2730556,18.969186511576456,0.0264759709061339,False,
514,ZTF_g,P48,58991.3187037,19.318175732909523,0.0307123190711316,False,
515,ZTF_i,P48,58991.3358681,18.620851708772552,0.0378161304254978,False,
516,ZTF_r,P48,58992.2940394,18.9795778221607,0.0240133729504381,False,
517,ZTF_g,P48,58992.3329745,19.34418395039931,0.0386882087165787,False,
518,ZTF_g,P48,58994.4150231,19.33275103069633,0.0330011963931869,False,
519,ZTF_r,P48,58995.2751042,18.98492853706865,0.0239093919255702,False,
520,ZTF_g,P48,58995.3201389,19.37961211383907,0.0312333610184328,False,
521,ZTF_r,P48,58996.3102894,19.0746024245454,0.026119104951873,False,
522,ZTF_r,P48,58997.2986111,19.06800741935024,0.0264746031601795,False,
523,ZTF_i,P48,58997.3164583,18.620068924940824,0.0302002377733589,False,
524,ZTF_g,P48,58997.3830787,19.41956118487918,0.0284271440713172,False,
525,ZTF_g,P48,58998.3626042,19.358997249079984,0.0273307776185331,False,
526,ZTF_r,P48,58999.3367245,19.10826003695527,0.0345653182208341,False,
527,ZTF_g,P48,58999.4010069,19.402546926749352,0.0404909683452261,False,
528,ZTF_r,P48,59000.3339931,19.44151753685953,0.0848444837781201,False,
529,ZTF_r,P48,59000.3942824,19.04980101366681,0.0616257341856872,False,
530,ZTF_g,P48,59000.4162616,19.143224331888263,0.1953411558710796,False,
531,ZTF_r,P48,59001.2934028,19.284916267297284,0.0172588312221809,False,
532,ZTF_i,P48,59001.3316898,18.632087707081368,0.0326543462506648,False,
533,ZTF_g,P48,59001.3931713,19.360007197762396,0.0440922984657611,False,
534,ZTF_g,P48,59004.221331,19.22639546496789,0.0928087673144974,False,
535,ZTF_r,P48,59004.2874884,19.072429018708146,0.0666218422647886,False,
536,ZTF_g,P48,59005.2248032,19.308851560112767,0.1147808215726647,False,
537,ZTF_i,P48,59009.3165394,18.74956920212382,0.0525705952798685,False,
538,ZTF_r,P48,59009.3622338,19.187712838654768,0.0632579842125333,False,
539,ZTF_g,P48,59012.3125347,19.44415920033236,0.0298514038164551,False,
540,ZTF_g,P48,59015.3097222,19.555859319585306,0.0365743985039333,False,
541,ZTF_r,P48,59015.3175694,19.11424913567693,0.0270304901506195,False,
542,ZTF_i,P48,59015.372581,18.791079423676837,0.031199848066797,False,
543,ZTF_g,P48,59018.3388773,19.55663558384746,0.0327409924308609,False,
544,ZTF_i,P48,59019.2974074,18.868800297022837,0.0365938862168307,False,
545,ZTF_r,P48,59024.242419,19.066507274719303,0.0292005833561046,False,
546,ZTF_g,P48,59024.2905903,19.445869135203186,0.1028322385251077,False,
547,ZTF_i,P48,59024.3198843,18.745249503668408,0.0448310144283446,False,
548,ZTF_g,P48,59027.2363773,19.49234358845587,0.0512169766934357,False,
549,ZTF_r,P48,59027.2882292,19.09130511656738,0.0304178245963374,False,
550,ZTF_i,P48,59028.3146412,18.82453609029005,0.0404315755058068,False,
551,ZTF_g,P48,59030.350544,19.553911155862767,0.0834528924802004,False,
552,ZTF_i,P48,59032.2722222,18.82954293715874,0.0430452575692628,False,
553,ZTF_g,P48,59033.210544,19.442439825784,0.1390771216873812,False,
554,ZTF_r,P48,59033.3322569,19.329224449872992,0.0809132489680167,False,
555,ZTF_g,P48,59034.2285185,19.590797659822,0.1271354363785681,False,
556,ZTF_r,P48,59036.27625,19.213069090308974,0.0636754852804934,False,
557,ZTF_i,P48,59036.3256829,18.8471759655422,0.0557102870462722,False,
558,ZTF_g,P48,59039.191169,19.55647380178357,0.0355517216361929,False,
559,ZTF_r,P48,59039.2341898,19.2766896034191,0.0287767784494955,False,
560,ZTF_r,P48,59039.3095023,19.248245570625976,0.0439613706245134,False,
561,ZTF_i,P48,59041.1712616,18.86433279151129,0.0485747216808027,False,
562,ZTF_r,P48,59042.2493171,19.094512049490508,0.0245589446938041,False,
563,ZTF_g,P48,59042.3012847,19.53690094791672,0.0395390623449781,False,
564,ZTF_r,P48,59045.2293056,19.187446035181352,0.0286117135421641,False,
565,ZTF_g,P48,59045.2615162,19.534887225113,0.0332624051897329,False,
566,ZTF_i,P48,59045.3078241,18.870456593086477,0.038348133090947,False,
567,ZTF_r,P48,59048.2473727,19.240817187418312,0.0300497156967527,False,
568,ZTF_i,P48,59049.2674769,18.824743205855928,0.0279257698252003,False,
569,ZTF_g,P48,59051.3121759,19.56734802333348,0.0423176313829313,False,
570,ZTF_i,P48,59053.2529051,18.853594405918397,0.0323072414479665,False,
571,ZTF_g,P48,59054.289919,19.572007658335377,0.0466026383246107,False,
572,ZTF_r,P48,59054.3521065,19.18684412357609,0.0385810386739743,False,
573,ZTF_g,P48,59057.2694676,19.6620261145933,0.0544936725010065,False,
574,ZTF_r,P48,59057.3327894,19.2682794420447,0.0410409084233427,False,
575,ZTF_i,P48,59059.2527315,19.02341553572787,0.0588816906926625,False,
576,ZTF_r,P48,59063.1873843,19.357003912098666,0.0771761611835337,False,
577,ZTF_i,P48,59063.2108102,18.95532950228184,0.0564663314548587,False,
578,ZTF_g,P48,59063.2328241,19.81351465817136,0.1470186765121652,False,
579,ZTF_g,P48,59066.1937616,19.832923829558556,0.0965895531252187,False,
580,ZTF_r,P48,59066.2382523,19.366091965883708,0.0625079611563962,False,
581,ZTF_i,P48,59067.2321065,19.0265485302404,0.0512397071056449,False,
582,ZTF_g,P48,59069.1770486,19.747824789576043,0.0508103564958473,False,
583,ZTF_r,P48,59069.2167014,19.455873924616725,0.038663406855684,False,
584,ZTF_r,P48,59072.1925926,19.28522647776361,0.0377682198957993,False,
585,ZTF_g,P48,59072.2274074,19.590434030423182,0.0470986057600878,False,
586,ZTF_i,P48,59072.2597917,18.89760718333712,0.0397086086562444,False,
587,ZTF_g,P48,59075.1929977,19.671831778902604,0.0529643445110124,False,
588,ZTF_r,P48,59075.2159375,19.398299541037453,0.052206792389715,False,
589,ZTF_i,P48,59076.2272917,18.890492514794627,0.0394200016010964,False,
590,ZTF_r,P48,59078.1847569,19.41013530273328,0.036501465910641,False,
591,ZTF_g,P48,59078.2080556,19.74795200270081,0.0470615684587672,False,
592,ZTF_i,P48,59080.2476852,19.049313516022963,0.0530359649592629,False,
593,ZTF_r,P48,59081.2037616,19.369204230477028,0.0496327830745542,False,
594,ZTF_g,P48,59081.2346644,19.7116139960124,0.0724929332289294,False,
595,ZTF_i,P48,59084.2153472,19.059899617221767,0.0650891166236411,False,
596,ZTF_i,P48,59088.1908796,18.974350297765053,0.0652975927240735,False,
597,ZTF_i,P48,59093.2382407,19.061269222614246,0.0748400043327283,False,
598,ZTF_r,P48,59095.1549074,19.499941950610864,0.0649132310119883,False,
599,ZTF_g,P48,59095.2046644,19.479853155807035,0.1308161096834873,False,
600,ZTF_r,P48,59096.1945949,19.491290125341635,0.0651563202482264,False,
601,ZTF_i,P48,59096.2272454,19.028864541457818,0.0391384037617599,False,
602,ZTF_i,P48,59096.2435417,19.04608013293416,0.0440237812651049,False,
603,ZTF_g,P48,59097.1953588,19.69154374609976,0.1172019450120196,False,
604,ZTF_g,P48,59097.1962963,20.034297078417804,0.1472389275103395,False,
605,ZTF_i,P48,59097.2121875,19.04920526420469,0.0449777731931545,False,
606,ZTF_i,P48,59097.2271644,18.96130526068964,0.0706732287476335,False,
607,ZTF_i,P48,59097.2479745,19.163797651167013,0.0721918350481936,False,
608,ZTF_r,P48,59098.1561227,19.64096406055988,0.0514278026053038,False,
609,ZTF_r,P48,59098.1570602,19.597471223429444,0.050744252226592,False,
610,ZTF_g,P48,59098.2004167,19.680846468550087,0.0854701842891298,False,
611,ZTF_i,P48,59098.2468866,19.01214569952108,0.0534228199995677,False,
612,ZTF_i,P48,59098.2730324,19.08791672569113,0.0574364441282351,False,
613,ZTF_r,P48,59099.1319792,19.57674371014296,0.0510252072839344,False,
614,ZTF_r,P48,59099.1329167,19.62805931042813,0.0589842174676879,False,
615,ZTF_g,P48,59099.1653356,19.862785843672132,0.0574142249631063,False,
616,ZTF_g,P48,59099.1662731,19.865541001764026,0.0582012642126003,False,
617,ZTF_i,P48,59099.2442708,19.058549604103007,0.0497674545720481,False,
618,ZTF_i,P48,59099.289375,19.26547113628419,0.1053545452669837,False,
619,ZTF_i,P48,59106.143669,18.9317516286483,0.1058624637350825,False,
620,ZTF_i,P48,59106.1599421,19.049946468475397,0.0674544597293066,False,
621,ZTF_g,P48,59106.1845139,20.11397882710819,0.1749378100071843,False,
622,ZTF_r,P48,59106.1992708,19.77368465065099,0.1482404618194398,False,
623,ZTF_r,P48,59107.1462847,19.643250812368382,0.1132703522778636,False,
624,ZTF_g,P48,59107.1760764,20.052264098281128,0.1972774884614304,False,
625,ZTF_i,P48,59107.2061574,19.14506856062913,0.069061854087519,False,
626,ZTF_i,P48,59107.2189005,19.152303065661304,0.0726346691952512,False,
627,ZTF_r,P48,59107.2593866,19.21949178028106,0.1451054052478406,False,
628,ZTF_i,P48,59109.1171528,19.204739693631563,0.0625071430055762,False,
629,ZTF_r,P48,59109.1622454,19.778319867920832,0.084391622032142,False,
630,ZTF_r,P48,59109.1683681,19.77357346465869,0.0912662862646098,False,
631,ZTF_g,P48,59109.2026736,20.00773911057534,0.1142991900372037,False,
632,ZTF_g,P48,59109.2111574,19.92315629468899,0.0984734861600253,False,
633,ZTF_i,P48,59109.2688542,19.13432979715521,0.0714927031411672,False,
634,ZTF_g,P48,59110.1498611,19.934195785953907,0.0748323457376293,False,
635,ZTF_i,P48,59110.182338,19.302951169358938,0.0777124061093397,False,
636,ZTF_i,P48,59110.1832639,19.177618954780712,0.0468551519371852,False,
637,ZTF_i,P48,59110.2021065,19.179297473529918,0.0713625095977365,False,
638,ZTF_g,P48,59111.1148611,19.755684161025805,0.112737002715531,False,
639,ZTF_g,P48,59111.1540278,19.958998546216822,0.0737368069703871,False,
640,ZTF_i,P48,59111.1705671,19.1447270161584,0.0422181038953617,False,
641,ZTF_i,P48,59111.1948727,19.187698010791863,0.0457635819800489,False,
642,ZTF_r,P48,59111.2279745,19.457638268701547,0.0861923412697455,False,
643,ZTF_g,P48,59112.1391551,20.097707636445143,0.0655727460938309,False,
644,ZTF_g,P48,59112.1498148,20.04629190776756,0.0702588113532223,False,
645,ZTF_r,P48,59112.1713542,19.5711840092052,0.0467657045060173,False,
646,ZTF_i,P48,59112.2236227,19.02825840267817,0.039594116202986,False,
647,ZTF_i,P48,59112.2472569,19.061784732744364,0.0480219078769538,False,
648,ZTF_i,P48,59114.1428241,19.15638854902403,0.0418684338916363,False,
649,ZTF_i,P48,59114.1444792,19.282803394508385,0.06848305545272,False,
650,ZTF_i,P48,59114.1588426,19.199526021720207,0.0475950965357509,False,
651,ZTF_r,P48,59114.1814815,19.610011516303352,0.0865121071789884,False,
652,ZTF_g,P48,59114.2003241,20.052837252106823,0.1052141677898525,False,
653,ZTF_g,P48,59114.2359722,19.799569538362128,0.1075808423106073,False,
654,ZTF_i,P48,59115.1233218,19.16755934809217,0.0428819265684823,False,
655,ZTF_r,P48,59115.1530093,19.62653044621373,0.0637355491751998,False,
656,ZTF_i,P48,59115.1807176,19.149249347213495,0.0451618007923381,False,
657,ZTF_g,P48,59115.2092824,19.865377830992244,0.1219801436741579,False,
658,ZTF_i,P48,59116.134294,19.0793457535728,0.0570071263559585,False,
659,ZTF_i,P48,59116.1616204,19.163654495072898,0.0545638283615459,False,
660,ZTF_r,P48,59116.1967361,19.480129013416693,0.0884553944915096,False,
661,ZTF_g,P48,59116.2171065,19.81595096419217,0.1394598364344099,False,
662,ZTF_r,P48,59117.110625,19.429976232477276,0.0792678712822887,False,
663,ZTF_r,P48,59117.1267708,19.70544028688309,0.0758919399126864,False,
664,ZTF_i,P48,59117.1493056,19.25092363386548,0.0442919593501919,False,
665,ZTF_i,P48,59117.1794329,19.284885431342797,0.0553168850446958,False,
666,ZTF_g,P48,59117.2159144,20.062209088253585,0.1481907154633634,False,
667,ZTF_i,P48,59118.1462037,19.25692637772873,0.0620877933620609,False,
668,ZTF_i,P48,59119.1226389,19.239932079292792,0.0435277689091362,False,
669,ZTF_i,P48,59119.1393171,19.175532450369488,0.0427199652894324,False,
670,ZTF_r,P48,59119.1615625,19.690421506721464,0.0770279925932041,False,
671,ZTF_r,P48,59119.1777546,19.677584779020957,0.0891764125793019,False,
672,ZTF_g,P48,59119.198831,20.096031380700595,0.1807963398289789,False,
673,ZTF_g,P48,59119.2089583,20.022180782102375,0.195258744054436,False,
674,ZTF_i,P48,59121.1077546,19.17368558380064,0.0528473173312308,False,
675,ZTF_i,P48,59121.1376389,19.241113487144453,0.0601964868254,False,
676,ZTF_r,P48,59121.1584028,19.66687356800961,0.0909142240415759,False,
677,ZTF_g,P48,59121.1765741,20.12257999672201,0.1828307566091446,False,
678,ZTF_i,P48,59122.135787,19.29615206174078,0.0931390623324519,False,
679,ZTF_g,P48,59124.1413079,19.76012179749268,0.1397713161989854,False,
680,ZTF_g,P48,59124.1422454,19.8671437810038,0.1672952026972932,False,
681,ZTF_i,P48,59124.1753588,19.120805717609,0.0631455745096744,False,
682,ZTF_i,P48,59124.1947801,19.34314468320298,0.085905777008722,False,
683,ZTF_r,P48,59124.2151505,19.730133280164463,0.1954239838685822,False,
684,ZTF_g,P48,59126.1968287,19.82965030275261,0.2086217096991161,False,
685,ZTF_r,P48,59128.1413194,19.657366983016363,0.0641076919796244,False,
686,ZTF_r,P48,59128.1422569,19.614804465606536,0.0611119836770324,False,
687,ZTF_g,P48,59128.1780208,19.675853924857066,0.1135717711293536,False,
688,ZTF_g,P48,59128.1789583,19.88979647515545,0.1373451469593991,False,
689,ZTF_i,P48,59128.202662,19.217687481655197,0.0970789051311607,False,
690,ZTF_i,P48,59128.2039352,19.22322402780172,0.0782309535962719,False,
691,ZTF_i,P48,59129.1590162,19.41331841145348,0.095381433434065,False,
692,ZTF_g,P48,59130.1546759,20.147364711662107,0.0891074448559101,False,
693,ZTF_r,P48,59131.1001042,19.78202110338384,0.1709010168865769,False,
694,ZTF_g,P48,59131.1557986,20.010531361137083,0.1471940294250778,False,
695,ZTF_g,P48,59135.0996065,20.367069438655346,0.1277410952991681,False,
696,ZTF_r,P48,59135.1669444,19.785679594243398,0.0842309875163089,False,
697,ZTF_r,P48,59137.0929861,19.64704581416514,0.0777472902049058,False,
698,ZTF_r,P48,59137.0995602,19.78426560275912,0.0674790475454847,False,
699,ZTF_g,P48,59137.1409259,20.356804814979533,0.1347753349932995,False,
700,ZTF_g,P48,59137.1418634,20.05080822983698,0.0847208190769236,False,
701,ZTF_i,P48,59138.1631713,19.18986727060425,0.0663892639121262,False,
702,ZTF_r,P48,59139.0933449,19.85834837804449,0.0953077958237332,False,
703,ZTF_g,P48,59139.1127546,20.07672767995426,0.0882122751391014,False,
704,ZTF_i,P48,59139.1533218,19.51432488310201,0.0786265073027466,False,
705,ZTF_g,P48,59139.1744329,19.98770305252364,0.1444213133817309,False,
706,ZTF_r,P48,59141.1122454,19.80272854253719,0.1091566379808414,False,
707,ZTF_g,P48,59143.1560764,20.11017692434749,0.114038935904355,False,
708,ZTF_r,P48,59145.1033218,19.82350985118956,0.0700139671238492,False,
709,ZTF_g,P48,59145.1336921,20.279635512476705,0.1248059031998974,False,
710,ZTF_i,P48,59152.1303704,19.534493521051207,0.1295084243613413,False,
711,ZTF_r,P48,59168.0779514,19.855287071477477,0.1952790366966443,False,
712,ZTF_r,P48,59168.0921528,19.98776404573347,0.2102342259368868,False,
713,ZTF_r,P48,59172.0766898,20.02341246729641,0.1697235487460928,False,
714,ZTF_r,P48,59172.0814005,19.95960996412813,0.1370487639959068,False,
715,ZTF_r,P48,59172.0861111,19.872778784176177,0.1444922136687036,False,
716,ZTF_r,P48,59172.0908102,20.167225550930283,0.1822426397944594,False,
717,ZTF_r,P48,59174.0715394,19.672726512119624,0.1545949449876718,False,
718,ZTF_r,P48,59174.0810417,19.703338421486148,0.1939042919882427,False,
719,ZTF_i,P48,59218.548044,19.439739325082183,0.1225364965770257,False,
720,ZTF_r,P48,59226.511331,20.04115468110296,0.1544025374282084,False,
721,ZTF_g,P48,59226.5489815,20.423496934156667,0.1417934062301201,False,
722,ZTF_g,P48,59228.5134144,20.23319579130069,0.1201046097165597,False,
723,ZTF_i,P48,59228.5525463,19.500984565896264,0.1050840264423383,False,
724,ZTF_r,P48,59230.5508912,19.984983294399484,0.1139781412775737,False,
725,ZTF_r,P48,59232.5109144,20.059757703280727,0.0986700221828245,False,
726,ZTF_g,P48,59232.545787,20.258763873376324,0.1149335761978012,False,
727,ZTF_i,P48,59250.5183681,19.48238300776812,0.095054612986638,False,
728,ZTF_i,P48,59255.5201852,19.67125815079746,0.0884796158326908,False,
729,ZTF_i,P48,59267.5079051,19.66315989115161,0.1277721641055987,False,
730,ZTF_g,P48,59269.4868171,20.50399365953373,0.1885298186288866,False,
731,ZTF_r,P48,59269.5229398,20.087605384823885,0.0935290114372391,False,
732,ZTF_i,P48,59270.4662037,19.625464069554745,0.1844648676228391,False,
733,ZTF_r,P48,59272.4919676,19.789684400878954,0.1243737300608496,False,
734,ZTF_i,P48,59273.5242477,19.136054711410768,0.1537594353228879,False,
735,ZTF_i,P48,59292.415463,19.91010553092949,0.0933894982226489,False,
736,ZTF_i,P48,59297.3743171,19.47318621671233,0.1511373392685955,False,
737,ZTF_i,P48,59305.3917477,19.948162263358704,0.1734819037697976,False,
738,ZTF_i,P48,59309.4241782,19.86340026651781,0.1080762621234061,False,
739,ZTF_r,P48,58612.4221,19.8866329193115,0.184791877865791,True,
740,ZTF_r,P48,59036.2763,19.2751979827881,0.11707903444767,True,
741,ZTF_g,P48,59251.5291,19.9255657196045,0.206087753176689,True,
742,ZTF_g,P48,59264.4963,20.3917026519775,0.197171062231064,True,
743,ZTF_r,P48,59264.5371,20.3119220733643,0.191163584589958,True,
744,ZTF_r,P48,59269.5353,20.2510509490967,0.161909610033035,True,
745,ZTF_r,P48,59291.4642,20.2142086029053,0.204983949661255,True,
746,W1,WISE,58709.84,17.17738077921026,0.1005868697529929,True,13.0
747,W1,WISE,58910.79,16.494227117064547,0.0641768810924393,True,14.0
748,W1,WISE,59074.01,16.467968896776775,0.0797989141948972,True,15.0
749,W2,WISE,58709.84,17.080575253854242,0.21854401494731,True,29.0
750,W2,WISE,58910.79,16.366221565200625,0.1026174896093701,True,30.0
751,W2,WISE,59074.01,16.19536388126985,0.1084400187089668,True,31.0
