date,jdobs,filter,absmag,magpsf,sigmamagpsf,limmag,instrument,programid,reducedby,refsys,issub,isdiffpos
"2019 Dec 10",2458828.0631,"r", 99.0, 99.0,99.0, 19.40,"P48+ZTF","2","None","None",True,False
"2019 Dec 10",2458828.0631,"r", 99.0, 99.0,99.0, 19.40,"P48+ZTF","2","None","None",True,True
"2019 Dec 10",2458828.0679,"r", -26.93, 18.80,0.21, 19.13,"P48+ZTF","2","None","None",True,False
"2019 Dec 12",2458830.0545,"r", 99.0, 99.0,99.0, 16.26,"P48+ZTF","2","None","None",True,False
"2019 Dec 12",2458830.0545,"r", 99.0, 99.0,99.0, 16.26,"P48+ZTF","2","None","None",True,True
"2019 Dec 12",2458830.0593,"r", 99.0, 99.0,99.0, 16.38,"P48+ZTF","2","None","None",True,False
"2019 Dec 12",2458830.0593,"r", 99.0, 99.0,99.0, 16.38,"P48+ZTF","2","None","None",True,True
"2019 Dec 12",2458830.0640,"r", 99.0, 99.0,99.0, 17.18,"P48+ZTF","2","None","None",True,False
"2019 Dec 12",2458830.0640,"r", 99.0, 99.0,99.0, 17.18,"P48+ZTF","2","None","None",True,True
"2019 Dec 12",2458830.0688,"r", 99.0, 99.0,99.0, 17.95,"P48+ZTF","2","None","None",True,False
"2019 Dec 12",2458830.0688,"r", 99.0, 99.0,99.0, 17.95,"P48+ZTF","2","None","None",True,True
"2019 Dec 18",2458836.0594,"r", -27.10, 18.63,0.10, 19.23,"P48+ZTF","2","None","None",True,False
"2019 Dec 20",2458838.0492,"g", 99.0, 99.0,99.0, 18.87,"P48+ZTF","1","None","None",True,False
"2019 Dec 20",2458838.0492,"g", 99.0, 99.0,99.0, 18.87,"P48+ZTF","1","None","None",True,True
"2020 Jan 04",2458853.0248,"g", -26.87, 18.86,0.11, 20.26,"P48+ZTF","1","None","None",True,False
"2020 Jan 04",2458853.0627,"r", -27.34, 18.39,0.10, 20.12,"P48+ZTF","1","None","None",True,False
"2020 Jan 07",2458856.0021,"g", -26.86, 18.87,0.08, 20.22,"P48+ZTF","1","None","None",True,False
"2020 Jan 13",2458862.0199,"g", 99.0, 99.0,99.0, 19.19,"P48+ZTF","1","None","None",True,False
"2020 Jan 13",2458862.0199,"g", 99.0, 99.0,99.0, 19.19,"P48+ZTF","1","None","None",True,True
"2020 Jan 16",2458864.9621,"g", -27.11, 18.62,0.12, 19.30,"P48+ZTF","1","None","None",True,False
"2020 Jan 16",2458865.0212,"r", -27.49, 18.24,0.11, 20.10,"P48+ZTF","1","None","None",True,False
"2020 Jan 24",2458872.9439,"g", -27.07, 18.65,0.10, 20.17,"P48+ZTF","1","None","None",True,False
"2020 Jan 24",2458873.0651,"r", -27.49, 18.24,0.11, 20.00,"P48+ZTF","1","None","None",True,False
"2020 Jan 27",2458875.9818,"g", -27.13, 18.60,0.10, 20.33,"P48+ZTF","1","None","None",True,False
"2020 Jan 27",2458876.0559,"r", -27.52, 18.21,0.07, 19.98,"P48+ZTF","1","None","None",True,False
"2020 Jan 30",2458879.0245,"g", -27.04, 18.69,0.11, 20.28,"P48+ZTF","1","None","None",True,False
"2020 Jan 30",2458879.0618,"r", 99.0, 99.0,99.0, 20.04,"P48+ZTF","1","None","None",True,False
"2020 Jan 30",2458879.0618,"r", 99.0, 99.0,99.0, 20.04,"P48+ZTF","1","None","None",True,True
"2020 Jan 30",2458879.0618,"r", -27.55, 18.18,0.10, 20.04,"P48+ZTF","1","None","None",True,False
"2020 Feb 02",2458882.0443,"r", -27.57, 18.15,0.11, 20.54,"P48+ZTF","1","None","None",True,False
"2020 Feb 05",2458884.9197,"g", -26.93, 18.80,0.20, 19.21,"P48+ZTF","1","None","None",True,False
"2020 Feb 05",2458885.0584,"r", -27.49, 18.23,0.08, 20.01,"P48+ZTF","1","None","None",True,False
"2020 Feb 08",2458887.9606,"g", -27.08, 18.64,0.12, 19.34,"P48+ZTF","1","None","None",True,False
"2020 Feb 08",2458888.0351,"r", -27.56, 18.17,0.13, 20.00,"P48+ZTF","1","None","None",True,False
"2020 Feb 11",2458891.0001,"r", -27.61, 18.12,0.15, 18.79,"P48+ZTF","1","None","None",True,False
"2020 Feb 11",2458891.0435,"g", -27.19, 18.54,0.14, 19.10,"P48+ZTF","1","None","None",True,False
"2020 Feb 15",2458895.0247,"r", -27.52, 18.21,0.09, 19.78,"P48+ZTF","1","None","None",True,False
"2020 Feb 19",2458899.0185,"r", -27.47, 18.26,0.12, 20.71,"P48+ZTF","1","None","None",True,False
"2020 Feb 25",2458905.0045,"r", -26.98, 18.74,0.12, 20.42,"P48+ZTF","1","None","None",True,False
"2020 Feb 25",2458905.0461,"g", -26.53, 19.20,0.12, 20.40,"P48+ZTF","1","None","None",True,False
"2020 Feb 29",2458908.9865,"r", -27.35, 18.37,0.09, 20.11,"P48+ZTF","1","None","None",True,False
"2020 Feb 29",2458909.0246,"g", -27.10, 18.63,0.15, 19.30,"P48+ZTF","1","None","None",True,False
"2020 Mar 03",2458911.9981,"r", -27.37, 18.36,0.10, 19.95,"P48+ZTF","1","None","None",True,False
"2020 Mar 03",2458912.0235,"g", -26.94, 18.79,0.13, 20.24,"P48+ZTF","1","None","None",True,False
"2020 Mar 06",2458914.9801,"g", -26.88, 18.85,0.17, 19.70,"P48+ZTF","1","None","None",True,False
"2020 Mar 06",2458915.0194,"r", -27.36, 18.37,0.11, 20.70,"P48+ZTF","1","None","None",True,False
"2020 Mar 28",2458936.9403,"r", 99.0, 99.0,99.0, 20.61,"P48+ZTF","1","None","None",True,False
"2020 Mar 28",2458936.9403,"r", 99.0, 99.0,99.0, 20.61,"P48+ZTF","1","None","None",True,True
"2020 Mar 28",2458936.9623,"g", -25.53, 20.20,0.20, 20.61,"P48+ZTF","1","None","None",True,False
"2020 Mar 31",2458939.9344,"r", 99.0, 99.0,99.0, 18.51,"P48+ZTF","1","None","None",True,False
"2020 Mar 31",2458939.9344,"r", 99.0, 99.0,99.0, 18.51,"P48+ZTF","1","None","None",True,True
"2020 Mar 31",2458939.9411,"g", 99.0, 99.0,99.0, 19.31,"P48+ZTF","1","None","None",True,False
"2020 Mar 31",2458939.9411,"g", 99.0, 99.0,99.0, 19.31,"P48+ZTF","1","None","None",True,True
"2020 Apr 04",2458943.9199,"g", 99.0, 99.0,99.0, 19.98,"P48+ZTF","1","None","None",True,False
"2020 Apr 04",2458943.9199,"g", 99.0, 99.0,99.0, 19.98,"P48+ZTF","1","None","None",True,True
"2020 Apr 04",2458943.9634,"r", -26.53, 19.20,0.16, 19.92,"P48+ZTF","1","None","None",True,False
"2020 Apr 14",2458953.9419,"r", -26.75, 18.98,0.18, 20.30,"P48+ZTF","1","None","None",True,False
"2020 Apr 15",2458954.8693,"i", -27.89, 17.84,0.10, 19.99,"P48+ZTF","2","None","None",True,False
"2020 Apr 17",2458956.8515,"r", 99.0, 99.0,99.0, 20.36,"P48+ZTF","1","None","None",True,False
"2020 Apr 17",2458956.8515,"r", 99.0, 99.0,99.0, 20.36,"P48+ZTF","1","None","None",True,True
"2020 Apr 22",2458961.9004,"r", -26.97, 18.76,0.15, 19.87,"P48+ZTF","1","None","None",True,False
"2020 Apr 24",2458963.8336,"g", -26.05, 19.68,0.20, 20.55,"P48+ZTF","1","None","None",True,False
"2020 Apr 24",2458963.8350,"g", -26.18, 19.54,0.18, 20.48,"P48+ZTF","2","None","None",True,False
"2020 Apr 25",2458964.8570,"g", -25.81, 19.91,0.21, 20.68,"P48+ZTF","1","None","None",True,False
"2020 Apr 25",2458964.9040,"r", 99.0, 99.0,99.0, 20.53,"P48+ZTF","1","None","None",True,False
"2020 Apr 25",2458964.9040,"r", 99.0, 99.0,99.0, 20.53,"P48+ZTF","1","None","None",True,True
"2020 Apr 26",2458965.8884,"i", -27.63, 18.10,0.12, 20.07,"P48+ZTF","2","None","None",True,False
"2020 Apr 28",2458967.7916,"g", 99.0, 99.0,99.0, 20.68,"P48+ZTF","1","None","None",True,True
"2020 Apr 28",2458967.8592,"r", 99.0, 99.0,99.0, 20.60,"P48+ZTF","1","None","None",True,True
"2020 May 01",2458970.7950,"g", 99.0, 99.0,99.0, 20.25,"P48+ZTF","1","None","None",True,True
"2020 May 01",2458970.8143,"i", 99.0, 99.0,99.0, 19.56,"P48+ZTF","2","None","None",True,True
"2020 May 01",2458970.8955,"r", 99.0, 99.0,99.0, 20.45,"P48+ZTF","1","None","None",True,True
"2020 May 04",2458973.7702,"g", 99.0, 99.0,99.0, 19.63,"P48+ZTF","1","None","None",True,True
"2020 May 05",2458974.8909,"i", 99.0, 99.0,99.0, 19.23,"P48+ZTF","2","None","None",True,True
"2020 May 07",2458976.8152,"r", 99.0, 99.0,99.0, 18.84,"P48+ZTF","1","None","None",True,True
"2020 May 09",2458978.8320,"i", 99.0, 99.0,99.0, 19.31,"P48+ZTF","2","None","None",True,True
"2020 May 10",2458979.7482,"g", 99.0, 99.0,99.0, 19.92,"P48+ZTF","1","None","None",True,True
"2020 May 10",2458979.8147,"r", 99.0, 99.0,99.0, 19.81,"P48+ZTF","1","None","None",True,True
"2020 May 16",2458985.7890,"r", 99.0, 99.0,99.0, 20.62,"P48+ZTF","1","None","None",True,True
"2020 May 22",2458991.7919,"r", 99.0, 99.0,99.0, 20.61,"P48+ZTF","1","None","None",True,True
"2020 May 22",2458991.7941,"g", -25.83, 19.90,0.28, 20.53,"P48+ZTF","1","None","None",True,False
"2020 May 23",2458992.7891,"r", 99.0, 99.0,99.0, 20.61,"P48+ZTF","1","None","None",True,True
"2020 May 26",2458995.7559,"r", 99.0, 99.0,99.0, 20.59,"P48+ZTF","1","None","None",True,True
"2020 May 26",2458995.7975,"g", -26.06, 19.67,0.19, 20.63,"P48+ZTF","1","None","None",True,False
"2020 May 28",2458997.8330,"i", -27.56, 18.16,0.11, 19.89,"P48+ZTF","2","None","None",True,False
"2020 May 29",2458998.7564,"r", 99.0, 99.0,99.0, 20.61,"P48+ZTF","1","None","None",True,True
"2020 May 29",2458998.7898,"r", 99.0, 99.0,99.0, 20.61,"P48+ZTF","1","None","None",True,True
"2020 May 29",2458998.8526,"g", 99.0, 99.0,99.0, 20.82,"P48+ZTF","1","None","None",True,True
"2020 Jun 01",2459001.7588,"r", 99.0, 99.0,99.0, 19.85,"P48+ZTF","1","None","None",True,True
"2020 Jun 01",2459001.8708,"g", 99.0, 99.0,99.0, 19.82,"P48+ZTF","1","None","None",True,True
"2020 Jun 05",2459005.7285,"g", 99.0, 99.0,99.0, 19.27,"P48+ZTF","1","None","None",True,True
"2020 Jun 05",2459005.7662,"r", 99.0, 99.0,99.0, 19.39,"P48+ZTF","1","None","None",True,True
"2020 Jun 09",2459009.7105,"r", -26.86, 18.86,0.11, 19.90,"P48+ZTF","1","None","None",True,True
"2020 Jun 09",2459009.7529,"g", -26.26, 19.47,0.16, 20.20,"P48+ZTF","1","None","None",True,True
"2020 Jun 12",2459012.7535,"r", -27.48, 18.25,0.20, 20.69,"P48+ZTF","1","None","None",True,True
"2020 Jun 12",2459012.7951,"g", -26.98, 18.74,0.10, 20.76,"P48+ZTF","1","None","None",True,True
"2020 Jun 13",2459013.7523,"i", -27.17, 18.56,0.10, 19.98,"P48+ZTF","2","None","None",True,True
"2020 Jun 16",2459016.7002,"g", -27.70, 18.03,0.07, 20.78,"P48+ZTF","1","None","None",True,True
"2020 Jun 16",2459016.7349,"r", 99.0, 99.0,99.0, 20.21,"P48+ZTF","1","None","None",True,True
"2020 Jun 18",2459018.7961,"i", -28.10, 17.62,0.09, 20.04,"P48+ZTF","2","None","None",True,True
"2020 Jun 19",2459019.7122,"r", -28.01, 17.72,0.08, 20.72,"P48+ZTF","1","None","None",True,True
"2020 Jun 19",2459019.7547,"g", -27.55, 18.18,0.06, 20.75,"P48+ZTF","1","None","None",True,True
"2020 Jun 22",2459022.6993,"g", -27.53, 18.20,0.11, 20.59,"P48+ZTF","1","None","None",True,True
"2020 Jun 22",2459022.7317,"r", 99.0, 99.0,99.0, 20.65,"P48+ZTF","1","None","None",True,True
"2020 Jun 22",2459022.7935,"i", 99.0, 99.0,99.0, 19.94,"P48+ZTF","2","None","None",True,True
"2020 Jun 25",2459025.6904,"r", -28.19, 17.53,0.06, 20.03,"P48+ZTF","1","None","None",True,True
"2020 Jun 25",2459025.7313,"g", -27.63, 18.10,0.08, 20.48,"P48+ZTF","1","None","None",True,True
"2020 Jun 26",2459026.7939,"i", -28.43, 17.30,0.09, 18.59,"P48+ZTF","2","None","None",True,True
"2020 Jun 28",2459028.7011,"g", -27.89, 17.84,0.06, 20.18,"P48+ZTF","1","None","None",True,True
"2020 Jun 28",2459028.7131,"r", -28.37, 17.36,0.06, 20.11,"P48+ZTF","1","None","None",True,True
"2020 Jul 01",2459031.6888,"g", -28.23, 17.50,0.05, 19.49,"P48+ZTF","1","None","None",True,True
"2020 Jul 01",2459031.7106,"r", 99.0, 99.0,99.0, 19.32,"P48+ZTF","1","None","None",True,True
"2020 Jul 02",2459032.7518,"i", 99.0, 99.0,99.0, 19.45,"P48+ZTF","2","None","None",True,True
"2020 Jul 04",2459034.6950,"g", -28.24, 17.49,0.07, 19.32,"P48+ZTF","1","None","None",True,True
"2020 Jul 07",2459037.6893,"r", -28.78, 16.95,0.03, 20.16,"P48+ZTF","1","None","None",True,True
"2020 Jul 08",2459038.7991,"i", -28.87, 16.86,0.04, 19.66,"P48+ZTF","2","None","None",True,True
"2020 Jul 10",2459040.6971,"r", -28.65, 17.08,0.05, 20.56,"P48+ZTF","1","None","None",True,True
"2020 Jul 10",2459040.7317,"g", -28.24, 17.49,0.05, 20.65,"P48+ZTF","1","None","None",True,True
"2020 Jul 12",2459042.7524,"i", -28.81, 16.92,0.05, 19.97,"P48+ZTF","2","None","None",True,True
"2020 Jul 13",2459043.6909,"g", -28.23, 17.49,0.06, 20.70,"P48+ZTF","1","None","None",True,True
"2020 Jul 16",2459046.6895,"r", -28.89, 16.84,0.06, 20.49,"P48+ZTF","1","None","None",True,True
"2020 Jul 18",2459048.8054,"i", -28.94, 16.78,0.06, 19.88,"P48+ZTF","2","None","None",True,True
"2020 Jul 19",2459049.6848,"r", -28.81, 16.92,0.05, 20.50,"P48+ZTF","1","None","None",True,True
"2020 Jul 19",2459049.7073,"g", -28.31, 17.42,0.06, 20.73,"P48+ZTF","1","None","None",True,True
"2020 Jul 22",2459052.6918,"i", -29.12, 16.61,0.06, 19.91,"P48+ZTF","2","None","None",True,True
"2020 Jul 26",2459056.7936,"i", -29.42, 16.31,0.04, 19.44,"P48+ZTF","2","None","None",True,True
"2020 Jul 30",2459060.7329,"i", -29.42, 16.30,0.05, 19.51,"P48+ZTF","2","None","None",True,True
"2020 Aug 01",2459062.6906,"g", -28.49, 17.23,0.06, 19.72,"P48+ZTF","1","None","None",True,True
"2020 Aug 01",2459062.7292,"r", -29.04, 16.68,0.06, 19.48,"P48+ZTF","1","None","None",True,True
"2020 Aug 02",2459063.6684,"r", -29.01, 16.72,0.04, 19.88,"P48+ZTF","1","None","None",True,True
"2020 Aug 03",2459064.7323,"i", -29.12, 16.61,0.04, 19.08,"P48+ZTF","2","None","None",True,True
"2020 Aug 04",2459065.6681,"r", -28.93, 16.80,0.05, 19.71,"P48+ZTF","1","None","None",True,True
"2020 Aug 09",2459070.7586,"i", -29.12, 16.61,0.05, 19.57,"P48+ZTF","2","None","None",True,True
"2020 Aug 13",2459074.7384,"i", -29.36, 16.37,0.06, 18.58,"P48+ZTF","2","None","None",True,True
"2020 Aug 17",2459078.7492,"i", -29.09, 16.63,0.05, 19.01,"P48+ZTF","2","None","None",True,True
"2020 Aug 21",2459082.7198,"i", -29.27, 16.46,0.04, 19.27,"P48+ZTF","2","None","None",True,True
"2020 Aug 25",2459086.7106,"i", -29.30, 16.43,0.04, 18.97,"P48+ZTF","2","None","None",True,True
"2020 Aug 30",2459091.6477,"i", -29.34, 16.39,0.05, 19.70,"P48+ZTF","2","None","None",True,True
"2020 Sep 17",2459109.6381,"i", -27.65, 18.08,0.12, 19.09,"P48+ZTF","2","None","None",True,True
"2020 Dec 09",2459193.0519,"r", 99.0, 99.0,99.0, 17.80,"P48+ZTF","1","None","None",True,True
"2020 Dec 09",2459193.0566,"r", -27.44, 18.29,0.12, 18.95,"P48+ZTF","1","None","None",True,False
"2020 Dec 09",2459193.0613,"r", -27.48, 18.24,0.11, 19.34,"P48+ZTF","1","None","None",True,False
"2020 Dec 09",2459193.0660,"r", 99.0, 99.0,99.0, 17.11,"P48+ZTF","1","None","None",True,True
"2020 Dec 10",2459194.0531,"r", -27.45, 18.28,0.11, 19.87,"P48+ZTF","1","None","None",True,False
"2020 Dec 10",2459194.0578,"r", -27.51, 18.21,0.09, 19.68,"P48+ZTF","1","None","None",True,False
"2020 Dec 10",2459194.0625,"r", -27.39, 18.34,0.08, 19.70,"P48+ZTF","1","None","None",True,False
"2020 Dec 10",2459194.0672,"r", -27.55, 18.18,0.08, 19.30,"P48+ZTF","1","None","None",True,False
"2020 Dec 11",2459195.0531,"r", -27.44, 18.29,0.09, 19.69,"P48+ZTF","1","None","None",True,False
"2020 Dec 11",2459195.0578,"r", -27.46, 18.27,0.09, 19.81,"P48+ZTF","1","None","None",True,False
"2020 Dec 11",2459195.0625,"r", -27.46, 18.27,0.11, 19.55,"P48+ZTF","1","None","None",True,False
"2020 Dec 11",2459195.0673,"r", -27.46, 18.27,0.13, 19.43,"P48+ZTF","1","None","None",True,False
"2020 Dec 12",2459196.0534,"r", -27.32, 18.41,0.22, 18.74,"P48+ZTF","1","None","None",True,False
"2020 Dec 12",2459196.0582,"r", -27.42, 18.31,0.14, 19.16,"P48+ZTF","1","None","None",True,False
"2020 Dec 12",2459196.0629,"r", -27.39, 18.34,0.14, 19.15,"P48+ZTF","1","None","None",True,False
"2020 Dec 12",2459196.0677,"r", -27.51, 18.22,0.12, 19.10,"P48+ZTF","1","None","None",True,False
"2020 Dec 13",2459197.0517,"r", -27.34, 18.39,0.12, 19.43,"P48+ZTF","1","None","None",True,False
"2020 Dec 13",2459197.0564,"r", -27.41, 18.32,0.09, 19.61,"P48+ZTF","1","None","None",True,False
"2020 Dec 13",2459197.0611,"r", -27.45, 18.28,0.13, 19.39,"P48+ZTF","1","None","None",True,False
"2020 Dec 13",2459197.0658,"r", -27.54, 18.19,0.12, 19.16,"P48+ZTF","1","None","None",True,False
"2020 Dec 13",2459197.0705,"r", -27.54, 18.19,0.14, 18.74,"P48+ZTF","1","None","None",True,False
"2020 Dec 15",2459199.0552,"r", -27.38, 18.34,0.09, 19.66,"P48+ZTF","1","None","None",True,False
"2020 Dec 15",2459199.0600,"r", -27.26, 18.46,0.12, 19.59,"P48+ZTF","1","None","None",True,False
"2020 Dec 15",2459199.0647,"r", -27.46, 18.27,0.09, 19.48,"P48+ZTF","1","None","None",True,False
"2020 Dec 15",2459199.0694,"r", -27.41, 18.32,0.13, 19.16,"P48+ZTF","1","None","None",True,False
"2020 Dec 16",2459200.0563,"r", -27.49, 18.24,0.09, 19.67,"P48+ZTF","1","None","None",True,False
"2020 Dec 16",2459200.0610,"r", -27.44, 18.29,0.09, 19.69,"P48+ZTF","1","None","None",True,False
"2020 Dec 16",2459200.0657,"r", -27.48, 18.25,0.10, 19.65,"P48+ZTF","1","None","None",True,False
"2020 Dec 16",2459200.0705,"r", -27.60, 18.13,0.09, 19.33,"P48+ZTF","1","None","None",True,False
"2020 Dec 17",2459201.0567,"r", -27.59, 18.14,0.10, 19.26,"P48+ZTF","1","None","None",True,False
"2020 Dec 17",2459201.0614,"r", -27.62, 18.11,0.13, 19.03,"P48+ZTF","1","None","None",True,False
"2020 Dec 17",2459201.0662,"r", -27.56, 18.17,0.20, 18.49,"P48+ZTF","1","None","None",True,False
"2020 Dec 17",2459201.0709,"r", -27.43, 18.30,0.26, 18.12,"P48+ZTF","1","None","None",True,False
"2020 Dec 21",2459205.0443,"i", -28.31, 17.42,0.06, 19.59,"P48+ZTF","2","None","None",True,False
"2021 Jan 01",2459216.0518,"r", -27.49, 18.24,0.11, 19.15,"P48+ZTF","1","None","None",True,False
"2021 Jan 01",2459216.0771,"g", -26.99, 18.74,0.19, 18.72,"P48+ZTF","1","None","None",True,False
"2021 Jan 03",2459217.9895,"r", -27.64, 18.09,0.09, 19.70,"P48+ZTF","1","None","None",True,False
"2021 Jan 03",2459218.0380,"g", -27.17, 18.56,0.12, 19.26,"P48+ZTF","1","None","None",True,False
"2021 Jan 05",2459219.9904,"r", -27.67, 18.06,0.10, 19.57,"P48+ZTF","1","None","None",True,False
"2021 Jan 07",2459221.9971,"g", -27.39, 18.33,0.11, 19.71,"P48+ZTF","1","None","None",True,False
"2021 Jan 08",2459223.0062,"i", -28.51, 17.22,0.10, 18.26,"P48+ZTF","2","None","None",True,False
"2021 Jan 09",2459224.0189,"r", -27.91, 17.82,0.07, 19.84,"P48+ZTF","1","None","None",True,False
"2021 Jan 11",2459225.9957,"g", -27.30, 18.42,0.24, 18.71,"P48+ZTF","1","None","None",True,False
"2021 Jan 14",2459228.9957,"r", -27.95, 17.78,0.06, 20.22,"P48+ZTF","1","None","None",True,False
"2021 Jan 14",2459229.0167,"g", -27.39, 18.34,0.05, 20.56,"P48+ZTF","1","None","None",True,False
"2021 Jan 14",2459229.0553,"i", -28.61, 17.12,0.06, 19.94,"P48+ZTF","2","None","None",True,False
"2021 Jan 17",2459232.0175,"i", -28.64, 17.09,0.05, 19.62,"P48+ZTF","2","None","None",True,False
"2021 Jan 17",2459232.0393,"r", -28.00, 17.73,0.07, 20.31,"P48+ZTF","1","None","None",True,False
"2021 Jan 17",2459232.0564,"g", -27.48, 18.25,0.06, 20.60,"P48+ZTF","1","None","None",True,False
"2021 Feb 03",2459248.9453,"r", -28.15, 17.58,0.04, 19.79,"P48+ZTF","1","None","None",True,False
"2021 Feb 03",2459249.0036,"g", -27.62, 18.11,0.06, 19.85,"P48+ZTF","1","None","None",True,False
"2021 Feb 05",2459250.9269,"r", -28.06, 17.67,0.06, 19.79,"P48+ZTF","1","None","None",True,False
"2021 Feb 05",2459250.9647,"g", -27.58, 18.15,0.08, 19.84,"P48+ZTF","1","None","None",True,False
"2021 Feb 05",2459251.0070,"i", -28.73, 17.00,0.05, 19.94,"P48+ZTF","2","None","None",True,False
"2021 Feb 07",2459253.0160,"r", -28.14, 17.59,0.09, 20.69,"P48+ZTF","1","None","None",True,False
"2021 Feb 07",2459253.0259,"g", -27.60, 18.12,0.06, 20.65,"P48+ZTF","1","None","None",True,False
"2021 Feb 08",2459253.9784,"i", -28.72, 17.01,0.06, 19.86,"P48+ZTF","2","None","None",True,False
"2021 Feb 09",2459254.9294,"r", -28.03, 17.70,0.12, 18.98,"P48+ZTF","1","None","None",True,False
"2021 Feb 09",2459255.0277,"g", -27.56, 18.17,0.08, 20.22,"P48+ZTF","1","None","None",True,False
"2021 Feb 11",2459256.9278,"r", -28.11, 17.61,0.06, 20.55,"P48+ZTF","1","None","None",True,False
"2021 Feb 11",2459256.9759,"i", -28.73, 17.00,0.06, 19.94,"P48+ZTF","2","None","None",True,False
"2021 Feb 15",2459261.0023,"g", -27.68, 18.05,0.36, 17.52,"P48+ZTF","1","None","None",True,False
"2021 Feb 19",2459264.9833,"g", -27.61, 18.12,0.06, 20.69,"P48+ZTF","1","None","None",True,False
"2021 Feb 21",2459266.8870,"r", -28.09, 17.63,0.06, 19.65,"P48+ZTF","1","None","None",True,False
"2021 Feb 21",2459267.0030,"g", -27.65, 18.08,0.07, 19.92,"P48+ZTF","1","None","None",True,False
"2021 Feb 22",2459268.0031,"i", -28.75, 16.98,0.06, 19.63,"P48+ZTF","2","None","None",True,False
"2021 Feb 23",2459269.0034,"g", -27.63, 18.10,0.04, 20.60,"P48+ZTF","1","None","None",True,False
"2021 Feb 25",2459270.9397,"g", -27.67, 18.05,0.06, 19.51,"P48+ZTF","1","None","None",True,False
"2021 Feb 25",2459270.9619,"i", -28.73, 17.00,0.05, 19.46,"P48+ZTF","2","None","None",True,False
"2021 Feb 25",2459270.9996,"r", -28.13, 17.60,0.07, 19.68,"P48+ZTF","1","None","None",True,False
"2021 Feb 27",2459272.9237,"g", 99.0, 99.0,99.0, 18.87,"P48+ZTF","1","None","None",True,True
"2021 Feb 27",2459272.9237,"g", -27.71, 18.02,0.09, 18.87,"P48+ZTF","1","None","None",True,False
"2021 Feb 27",2459272.9871,"r", 99.0, 99.0,99.0, 19.55,"P48+ZTF","1","None","None",True,True
"2021 Feb 27",2459272.9871,"r", -28.16, 17.57,0.07, 19.55,"P48+ZTF","1","None","None",True,False
"2021 Feb 28",2459274.0049,"i", 99.0, 99.0,99.0, 18.98,"P48+ZTF","2","None","None",True,True
"2021 Feb 28",2459274.0049,"i", -28.72, 17.00,0.05, 18.98,"P48+ZTF","2","None","None",True,False
"2021 Mar 01",2459274.9215,"r", -28.20, 17.53,0.08, 18.93,"P48+ZTF","1","None","None",True,False
"2021 Mar 01",2459274.9614,"g", -27.65, 18.08,0.07, 19.14,"P48+ZTF","1","None","None",True,False
"2021 Mar 05",2459278.9809,"r", -28.20, 17.53,0.06, 20.02,"P48+ZTF","1","None","None",True,False
"2021 Mar 05",2459279.0074,"g", -27.68, 18.05,0.06, 20.02,"P48+ZTF","1","None","None",True,False
"2021 Mar 17",2459290.8934,"r", -28.21, 17.52,0.06, 20.57,"P48+ZTF","1","None","None",True,False
"2021 Mar 17",2459290.9234,"g", -27.67, 18.06,0.05, 20.70,"P48+ZTF","1","None","None",True,False
"2021 Mar 19",2459292.9082,"i", -28.81, 16.92,0.04, 20.13,"P48+ZTF","2","None","None",True,False
"2021 Mar 19",2459292.9406,"g", -27.73, 18.00,0.06, 20.67,"P48+ZTF","1","None","None",True,False
"2021 Mar 19",2459292.9625,"r", -28.23, 17.50,0.07, 20.52,"P48+ZTF","1","None","None",True,False
"2021 Mar 22",2459295.8098,"g", -27.70, 18.03,0.07, 19.55,"P48+ZTF","1","None","None",True,False
"2021 Mar 22",2459295.8875,"r", -28.21, 17.52,0.06, 20.03,"P48+ZTF","1","None","None",True,False
"2021 Mar 23",2459296.9094,"i", -28.79, 16.94,0.05, 19.24,"P48+ZTF","2","None","None",True,False
"2021 Mar 24",2459297.8524,"g", -27.72, 18.01,0.07, 19.63,"P48+ZTF","1","None","None",True,False
"2021 Mar 24",2459297.9026,"r", -28.21, 17.52,0.06, 20.02,"P48+ZTF","1","None","None",True,False
"2021 Mar 27",2459300.8704,"g", -27.71, 18.02,0.09, 19.15,"P48+ZTF","1","None","None",True,False
"2021 Mar 27",2459300.9191,"r", -28.23, 17.49,0.06, 19.17,"P48+ZTF","1","None","None",True,False
"2021 Mar 29",2459302.8601,"g", -27.77, 17.96,0.08, 19.08,"P48+ZTF","1","None","None",True,False
"2021 Mar 29",2459302.9208,"r", -28.24, 17.49,0.07, 19.22,"P48+ZTF","1","None","None",True,False
"2021 Mar 31",2459304.8831,"r", 99.0, 99.0,99.0, 18.35,"P48+ZTF","1","None","None",True,True
"2021 Mar 31",2459304.8831,"r", -28.11, 17.61,0.14, 18.35,"P48+ZTF","1","None","None",True,False
"2021 Mar 31",2459304.9168,"g", 99.0, 99.0,99.0, 18.67,"P48+ZTF","1","None","None",True,True
"2021 Mar 31",2459304.9168,"g", -27.72, 18.01,0.14, 18.67,"P48+ZTF","1","None","None",True,False
"2021 Apr 01",2459305.8937,"i", -28.84, 16.89,0.04, 19.35,"P48+ZTF","2","None","None",True,False
"2021 Apr 03",2459307.8831,"g", -27.74, 17.99,0.05, 20.35,"P48+ZTF","1","None","None",True,False
"2021 Apr 03",2459307.9131,"r", -28.27, 17.46,0.08, 20.47,"P48+ZTF","1","None","None",True,False
"2021 Apr 04",2459308.8159,"i", -28.83, 16.90,0.05, 19.87,"P48+ZTF","2","None","None",True,False
